0 qid:17473 1:0.2222222222222222 2:0.2222222222222222 3:0.0011223344556677889 4:1 5:0.00505050505050505 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #EaPyMdITiR8
0 qid:3305 1:0.021505376344086023 2:0.021505376344086023 3:6.801194289717277e-07 4:1 5:3.1625553447185334e-05 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #zg1Zxy6lJuE
0 qid:3306 1:0.021505376344086023 2:0.021505376344086023 3:6.882160888404385e-07 4:1 5:3.200204813108039e-05 6:0 7:0 8:0 9:0.0 10:6.17386943376 11:0.041666666666666664 #zg1Zxy6lJuE
0 qid:873 1:0.021505376344086023 2:0.021505376344086023 3:2.0609679665809928e-07 4:1 5:9.583501044601616e-06 6:0 7:0 8:0 9:0.0 10:5.44150154005 11:0.0196078431372549 #zg1Zxy6lJuE
0 qid:874 1:0.021505376344086023 2:0.021505376344086023 3:1.595863394412611e-07 4:1 5:7.420764784018641e-06 6:0 7:0 8:0 9:0.0 10:5.23386217527 11:0.015873015873015872 #zg1Zxy6lJuE
0 qid:876 1:0.021505376344086023 2:0.021505376344086023 3:1.9680051561735094e-07 4:1 5:9.151223976206818e-06 6:0 7:0 8:0 9:0.0 10:5.52154424772 11:0.02127659574468085 #zg1Zxy6lJuE
0 qid:2211 1:0.06 2:0.06 3:0.00019999999999999998 4:1 5:0.003333333333333333 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #zbQa8Dn4XMw
0 qid:1346 1:0.04 2:0.04 3:6.666666666666667e-06 4:1 5:0.00016666666666666666 6:0 7:0 8:0 9:0.0 10:5.95875805415 11:0.03333333333333333 #zbQa8Dn4XMw
0 qid:1509 1:0.04 2:0.04 3:1.720430107526882e-06 4:1 5:4.3010752688172054e-05 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #zbQa8Dn4XMw
0 qid:497 1:0.04 2:0.04 3:5.333333333333334e-06 4:1 5:0.00013333333333333334 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #zbQa8Dn4XMw
0 qid:913 1:0.04 2:0.04 3:4.395604395604396e-06 4:1 5:0.0001098901098901099 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #zbQa8Dn4XMw
0 qid:4564 1:0.04 2:0.04 3:8.888888888888888e-06 4:1 5:0.0002222222222222222 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #zbQa8Dn4XMw
0 qid:871 1:0.13445378151260504 2:0.13445378151260504 3:4.006608901382831e-06 4:1 5:2.9799153704034804e-05 6:0 7:0 8:0 9:0.0 10:4.43691820103 11:0.0070921985815602835 #VOQpz8_PIT8
0 qid:959 1:0.058823529411764705 2:0.058823529411764705 3:2.8907331766555944e-06 4:1 5:4.914246400314511e-05 6:0 7:0 8:0 9:0.0 10:5.33230224809 11:0.017543859649122806 #VOQpz8_PIT8
0 qid:1853 1:0.05042016806722689 2:0.05042016806722689 3:7.0616481886872395e-06 4:1 5:0.00014005602240896358 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #VOQpz8_PIT8
0 qid:4181 1:0.04201680672268908 2:0.04201680672268908 3:1.1576472440470887e-06 4:1 5:2.7552004408320707e-05 6:0 7:0 8:0 9:0.0 10:5.26561087359 11:0.01639344262295082 #VOQpz8_PIT8
0 qid:873 1:0.03361344537815126 2:0.03361344537815126 3:9.230912664950638e-07 4:1 5:2.7461965178228153e-05 6:0 7:0 8:0 9:0.0 10:5.44150154005 11:0.0196078431372549 #VOQpz8_PIT8
0 qid:874 1:0.03361344537815126 2:0.03361344537815126 3:6.405123073639219e-07 4:1 5:1.9055241144076675e-05 6:0 7:0 8:0 9:0.0 10:5.23386217527 11:0.015873015873015872 #VOQpz8_PIT8
0 qid:7942 1:0.025210084033613446 2:0.025210084033613446 3:1.5692551530416086e-06 4:1 5:6.224712107065047e-05 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #VOQpz8_PIT8
0 qid:2720 1:0.025210084033613446 2:0.025210084033613446 3:5.167059650258956e-07 4:1 5:2.0496003279360526e-05 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #VOQpz8_PIT8
0 qid:23617 1:0.025210084033613446 2:0.025210084033613446 3:4.81476012865039e-06 4:1 5:0.00019098548510313216 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #VOQpz8_PIT8
0 qid:2642 1:0.025210084033613446 2:0.025210084033613446 3:4.413530117929525e-06 4:1 5:0.00017507002801120446 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #VOQpz8_PIT8
0 qid:27651 1:0.01680672268907563 2:0.01680672268907563 3:9.053395113701588e-07 4:1 5:5.3867700926524454e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #VOQpz8_PIT8
0 qid:7171 1:0.01680672268907563 2:0.01680672268907563 3:3.3626896136605895e-06 4:1 5:0.00020008003201280508 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #VOQpz8_PIT8
0 qid:1157 1:0.01680672268907563 2:0.01680672268907563 3:1.1968895235063119e-07 4:1 5:7.121492664862555e-06 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #VOQpz8_PIT8
0 qid:2442 1:0.01680672268907563 2:0.01680672268907563 3:5.717933756022056e-07 4:1 5:3.402170584833123e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #VOQpz8_PIT8
0 qid:5396 1:0.01680672268907563 2:0.01680672268907563 3:1.8106790227403176e-06 4:1 5:0.00010773540185304891 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #VOQpz8_PIT8
0 qid:1194 1:0.01680672268907563 2:0.01680672268907563 3:2.6154252550693472e-06 4:1 5:0.00015561780267662619 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #VOQpz8_PIT8
0 qid:2734 1:0.01680672268907563 2:0.01680672268907563 3:2.596194187017367e-07 4:1 5:1.5447355412753335e-05 6:0 7:0 8:0 9:0.0 10:5.83739719714 11:0.029411764705882353 #VOQpz8_PIT8
0 qid:4661 1:0.01680672268907563 2:0.01680672268907563 3:7.846275765208042e-07 4:1 5:4.668534080298785e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #VOQpz8_PIT8
0 qid:8260 1:0.01680672268907563 2:0.01680672268907563 3:3.956105427835988e-07 4:1 5:2.3538827295624127e-05 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #VOQpz8_PIT8
0 qid:2799 1:0.01680672268907563 2:0.01680672268907563 3:3.2318756012298576e-07 4:1 5:1.9229659827317653e-05 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #VOQpz8_PIT8
0 qid:4469 1:0.01680672268907563 2:0.01680672268907563 3:2.2136828177702942e-07 4:1 5:1.3171412765733251e-05 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #VOQpz8_PIT8
0 qid:1145 1:0.01680672268907563 2:0.01680672268907563 3:1.038477674806947e-06 4:1 5:6.178942165101334e-05 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #VOQpz8_PIT8
0 qid:2204 1:0.3333333333333333 2:0.3333333333333333 3:0.0008818342151675485 4:1 5:0.0026455026455026454 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #j-rTuKFkHIc
0 qid:2146 1:0.19047619047619047 2:0.19047619047619047 3:6.298815822625346e-05 4:1 5:0.00033068783068783067 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #j-rTuKFkHIc
0 qid:1258 1:0.19047619047619047 2:0.19047619047619047 3:5.1535765821480104e-05 4:1 5:0.00027056277056277056 6:0 7:0 8:0 9:0.0 10:5.58608276886 11:0.022727272727272728 #j-rTuKFkHIc
0 qid:14240 1:0.14285714285714285 2:0.14285714285714285 3:0.0004535147392290249 4:1 5:0.0031746031746031746 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #j-rTuKFkHIc
0 qid:2474 1:0.14285714285714285 2:0.14285714285714285 3:3.6573769292663294e-05 4:1 5:0.00025601638504864306 6:0 7:0 8:0 9:0.0 10:5.92700935583 11:0.03225806451612903 #j-rTuKFkHIc
0 qid:1219 1:0.09523809523809523 2:0.09523809523809523 3:3.409885257361089e-05 4:1 5:0.0003580379520229144 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #j-rTuKFkHIc
0 qid:7052 1:0.09523809523809523 2:0.09523809523809523 3:0.00018896447467876037 4:1 5:0.001984126984126984 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #j-rTuKFkHIc
0 qid:14131 1:0.09523809523809523 2:0.09523809523809523 3:0.0001511715797430083 4:1 5:0.0015873015873015873 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #j-rTuKFkHIc
0 qid:1044 1:0.09523809523809523 2:0.09523809523809523 3:4.199210548416897e-05 4:1 5:0.0004409171075837742 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #j-rTuKFkHIc
0 qid:9240 1:0.1935483870967742 2:0.1935483870967742 3:0.00024013447530617146 4:1 5:0.0012406947890818859 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #HXtdAJ1i1Uw
0 qid:9732 1:0.12903225806451613 2:0.12903225806451613 3:4.729921483303377e-05 4:1 5:0.00036656891495601173 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #HXtdAJ1i1Uw
0 qid:70289 1:0.12903225806451613 2:0.12903225806451613 3:0.00027748872702046477 4:1 5:0.002150537634408602 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #HXtdAJ1i1Uw
0 qid:1469 1:0.12903225806451613 2:0.12903225806451613 3:3.7839371866427016e-05 4:1 5:0.0002932551319648094 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #HXtdAJ1i1Uw
0 qid:4549 1:0.0967741935483871 2:0.0967741935483871 3:9.290917199345917e-06 4:1 5:9.600614439324117e-05 6:0 7:0 8:0 9:0.0 10:5.3496939908 11:0.017857142857142856 #HXtdAJ1i1Uw
0 qid:23214 1:0.0967741935483871 2:0.0967741935483871 3:0.00011149100639215102 4:1 5:0.001152073732718894 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #HXtdAJ1i1Uw
0 qid:1897 1:0.06451612903225806 2:0.06451612903225806 3:2.890507573129841e-05 4:1 5:0.0004480286738351254 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #HXtdAJ1i1Uw
0 qid:5912 1:0.06451612903225806 2:0.06451612903225806 3:7.432733759476735e-06 4:1 5:0.0001152073732718894 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #HXtdAJ1i1Uw
0 qid:1814 1:0.06451612903225806 2:0.06451612903225806 3:1.9270050487532273e-05 4:1 5:0.0002986857825567503 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #HXtdAJ1i1Uw
0 qid:19856 1:1.0 2:1.0 3:0.125 4:1 5:0.125 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #2lNbgtJaHXo
0 qid:160 1:0.16666666666666666 2:0.16666666666666666 3:0.00014467592592592592 4:1 5:0.0008680555555555555 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #aThwiEf-DKM
0 qid:4491 1:0.15384615384615385 2:0.15384615384615385 3:0.0001643655489809336 4:1 5:0.0010683760683760683 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #aThwiEf-DKM
1 qid:1469 1:0.15384615384615385 2:0.15384615384615385 3:6.724045185583648e-05 4:1 5:0.0004370629370629371 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #aThwiEf-DKM
0 qid:11046 1:0.1111111111111111 2:0.1111111111111111 3:6.298815822625346e-05 4:1 5:0.0005668934240362811 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #aThwiEf-DKM
0 qid:26617 1:0.1111111111111111 2:0.1111111111111111 3:0.00015432098765432098 4:1 5:0.001388888888888889 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #aThwiEf-DKM
0 qid:5180 1:0.1111111111111111 2:0.1111111111111111 3:4.286694101508915e-05 4:1 5:0.00038580246913580245 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #aThwiEf-DKM
0 qid:3248 1:0.08333333333333333 2:0.08333333333333333 3:2.0667989417989417e-05 4:1 5:0.000248015873015873 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #aThwiEf-DKM
0 qid:29952 1:0.07692307692307693 2:0.07692307692307693 3:7.396449704142013e-05 4:1 5:0.0009615384615384616 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #aThwiEf-DKM
0 qid:170 1:0.07692307692307693 2:0.07692307692307693 3:6.403852557698713e-06 4:1 5:8.325008325008325e-05 6:0 7:0 8:0 9:0.0 10:5.63154514294 11:0.023809523809523808 #aThwiEf-DKM
0 qid:336 1:0.07692307692307693 2:0.07692307692307693 3:2.05456936226167e-05 4:1 5:0.00026709401709401707 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #aThwiEf-DKM
0 qid:5495 1:0.07692307692307693 2:0.07692307692307693 3:3.6525677551318586e-05 4:1 5:0.0004748338081671415 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #aThwiEf-DKM
0 qid:7395 1:0.05555555555555555 2:0.05555555555555555 3:5.715592135345221e-06 4:1 5:0.00010288065843621399 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #aThwiEf-DKM
0 qid:2950 1:0.05555555555555555 2:0.05555555555555555 3:2.158335491668825e-06 4:1 5:3.885003885003885e-05 6:0 7:0 8:0 9:0.0 10:5.3673935679 11:0.01818181818181818 #aThwiEf-DKM
0 qid:18991 1:0.05555555555555555 2:0.05555555555555555 3:4.8225308641975306e-05 4:1 5:0.0008680555555555555 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #aThwiEf-DKM
0 qid:626 1:0.05555555555555555 2:0.05555555555555555 3:2.204585537918871e-05 4:1 5:0.0003968253968253968 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #aThwiEf-DKM
0 qid:1157 1:0.13043478260869565 2:0.13043478260869565 3:3.20399859024062e-05 4:1 5:0.00024563989191844754 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #CM20rsiYMJQ
0 qid:74 1:0.13043478260869565 2:0.13043478260869565 3:3.15059861373661e-05 4:1 5:0.00024154589371980676 6:0 7:0 8:0 9:0.0 10:4.88188575211 11:0.011111111111111112 #CM20rsiYMJQ
0 qid:5446 1:0.08695652173913043 2:0.08695652173913043 3:2.7005130974885227e-05 4:1 5:0.00031055900621118014 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #CM20rsiYMJQ
0 qid:2445 1:0.08695652173913043 2:0.08695652173913043 3:0.0001260239445494644 4:1 5:0.0014492753623188406 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #CM20rsiYMJQ
0 qid:2450 1:0.08695652173913043 2:0.08695652173913043 3:9.45179584120983e-05 4:1 5:0.0010869565217391304 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #CM20rsiYMJQ
0 qid:7125 1:0.08695652173913043 2:0.08695652173913043 3:2.9082448742184095e-05 4:1 5:0.0003344481605351171 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #CM20rsiYMJQ
1 qid:24 1:0.7659574468085106 2:0.7659574468085106 3:0.00022634676324128565 4:1 5:0.0002955082742316785 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:5.78182734599 11:0.027777777777777776 #IxaTU4bd8uc
0 qid:874 1:0.2553191489361702 2:0.2553191489361702 3:2.8742446125877536e-05 4:1 5:0.00011257458065968702 6:0 7:0 8:0 9:0.0 10:5.23386217527 11:0.015873015873015872 #IxaTU4bd8uc
0 qid:873 1:0.2127659574468085 2:0.2127659574468085 3:2.2190859141302516e-05 4:1 5:0.00010429703796412182 6:0 7:0 8:0 9:0.0 10:5.44150154005 11:0.0196078431372549 #IxaTU4bd8uc
0 qid:11949 1:0.2 2:0.2 3:0.0003333333333333334 4:1 5:0.0016666666666666668 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #IxaTU4bd8uc
0 qid:5121 1:0.15 2:0.15 3:5.4347826086956524e-05 4:1 5:0.00036231884057971015 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #IxaTU4bd8uc
0 qid:2570 1:0.15 2:0.15 3:2.613240418118467e-05 4:1 5:0.0001742160278745645 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #IxaTU4bd8uc
0 qid:19541 1:0.1 2:0.1 3:0.00011363636363636366 4:1 5:0.0011363636363636365 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #IxaTU4bd8uc
0 qid:31959 1:0.1 2:0.1 3:0.00015625000000000003 4:1 5:0.0015625 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #IxaTU4bd8uc
0 qid:35001 1:0.1 2:0.1 3:0.00013888888888888892 4:1 5:0.001388888888888889 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #IxaTU4bd8uc
0 qid:35004 1:0.1 2:0.1 3:0.0001666666666666667 4:1 5:0.0016666666666666668 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #IxaTU4bd8uc
0 qid:6754 1:0.0425531914893617 2:0.0425531914893617 3:3.48225789601978e-05 4:1 5:0.0008183306055646482 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #IxaTU4bd8uc
0 qid:356 1:0.0425531914893617 2:0.0425531914893617 3:1.4037008573102983e-06 4:1 5:3.2986970146792015e-05 6:0 7:0 8:0 9:0.0 10:5.60855562471 11:0.023255813953488372 #IxaTU4bd8uc
0 qid:1509 1:0.0425531914893617 2:0.0425531914893617 3:6.08459040971198e-07 4:1 5:1.4298787462823153e-05 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #IxaTU4bd8uc
0 qid:2645 1:0.0425531914893617 2:0.0425531914893617 3:8.083812972903058e-06 4:1 5:0.00018996960486322186 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #IxaTU4bd8uc
0 qid:105182 1:0.0425531914893617 2:0.0425531914893617 3:3.7724460540214275e-05 4:1 5:0.0008865248226950354 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #IxaTU4bd8uc
0 qid:5164 1:0.1016949152542373 2:0.1016949152542373 3:0.00012311733081626791 4:1 5:0.0012106537530266342 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #WWL-r2TW_hA
0 qid:12335 1:0.06779661016949153 2:0.06779661016949153 3:2.9463976605602572e-05 4:1 5:0.00043459365493263795 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #WWL-r2TW_hA
0 qid:1156 1:0.05084745762711865 2:0.05084745762711865 3:7.494098397511959e-06 4:1 5:0.00014738393515106854 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #WWL-r2TW_hA
0 qid:871 1:0.05084745762711865 2:0.05084745762711865 3:1.0187013188107274e-06 4:1 5:2.0034459269944302e-05 6:0 7:0 8:0 9:0.0 10:4.43691820103 11:0.0070921985815602835 #WWL-r2TW_hA
0 qid:5523 1:0.05084745762711865 2:0.05084745762711865 3:1.1339754154129939e-05 4:1 5:0.0002230151650312221 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #WWL-r2TW_hA
0 qid:8225 1:0.03389830508474576 2:0.03389830508474576 3:3.4486647287469996e-07 4:1 5:1.0173560949803649e-05 6:0 7:0 8:0 9:0.0 10:4.60525351585 11:0.008403361344537815 #WWL-r2TW_hA
0 qid:1273 1:0.03389830508474576 2:0.03389830508474576 3:2.6115797445875013e-05 4:1 5:0.0007704160246533128 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #WWL-r2TW_hA
0 qid:5446 1:0.03389830508474576 2:0.03389830508474576 3:2.2097982454201934e-06 4:1 5:6.518904823989571e-05 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #WWL-r2TW_hA
0 qid:4458 1:0.03389830508474576 2:0.03389830508474576 3:5.223159489175002e-06 4:1 5:0.00015408320493066256 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #WWL-r2TW_hA
0 qid:33101 1:0.03389830508474576 2:0.03389830508474576 3:2.393948099205209e-05 4:1 5:0.0007062146892655367 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #WWL-r2TW_hA
0 qid:2445 1:0.03389830508474576 2:0.03389830508474576 3:9.575792396820837e-06 4:1 5:0.0002824858757062147 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #WWL-r2TW_hA
0 qid:26573 1:0.03389830508474576 2:0.03389830508474576 3:4.4886526860097676e-06 4:1 5:0.00013241525423728814 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #WWL-r2TW_hA
0 qid:176 1:0.03389830508474576 2:0.03389830508474576 3:1.6093768734152664e-06 4:1 5:4.747661776575036e-05 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #WWL-r2TW_hA
0 qid:1624 1:0.03389830508474576 2:0.03389830508474576 3:5.716890983176618e-07 4:1 5:1.6864828400371025e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #WWL-r2TW_hA
0 qid:3193 1:0.03389830508474576 2:0.03389830508474576 3:1.3299711662251161e-06 4:1 5:3.9234149403640925e-05 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #WWL-r2TW_hA
0 qid:1438 1:0.03389830508474576 2:0.03389830508474576 3:2.4872188043690486e-06 4:1 5:7.337295472888693e-05 6:0 7:0 8:0 9:0.0 10:5.86638473402 11:0.030303030303030304 #WWL-r2TW_hA
0 qid:15635 1:0.2 2:0.2 3:0.005000000000000001 4:1 5:0.025 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #dznUH0NTXL4
0 qid:467 1:0.2 2:0.2 3:9.950248756218905e-05 4:1 5:0.0004975124378109452 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #dznUH0NTXL4
0 qid:2522 1:0.16666666666666666 2:0.16666666666666666 3:0.0008680555555555555 4:1 5:0.005208333333333333 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #bWsjPmBCGGw
0 qid:27651 1:0.24 2:0.24 3:0.00018461538461538463 4:1 5:0.0007692307692307693 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #jaQw-q7IIH4
0 qid:1582 1:0.14 2:0.14 3:4.666666666666667e-05 4:1 5:0.0003333333333333333 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #jaQw-q7IIH4
0 qid:2829 1:0.1 2:0.1 3:7.142857142857143e-05 4:1 5:0.0007142857142857143 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #jaQw-q7IIH4
0 qid:3427 1:0.06 2:0.06 3:7.142857142857141e-06 4:1 5:0.00011904761904761905 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #jaQw-q7IIH4
0 qid:11940 1:0.06 2:0.06 3:7.999999999999999e-05 4:1 5:0.0013333333333333333 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #jaQw-q7IIH4
0 qid:1834 1:0.06 2:0.06 3:1.0084033613445376e-05 4:1 5:0.0001680672268907563 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #jaQw-q7IIH4
0 qid:2115 1:0.04 2:0.04 3:7.142857142857143e-06 4:1 5:0.00017857142857142857 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #jaQw-q7IIH4
0 qid:2340 1:0.04 2:0.04 3:8.333333333333334e-06 4:1 5:0.00020833333333333332 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #jaQw-q7IIH4
0 qid:4044 1:0.04 2:0.04 3:4.4444444444444447e-05 4:1 5:0.0011111111111111111 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #jaQw-q7IIH4
0 qid:12238 1:0.04 2:0.04 3:9.090909090909091e-06 4:1 5:0.00022727272727272727 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #jaQw-q7IIH4
0 qid:5944 1:0.04 2:0.04 3:2.857142857142857e-05 4:1 5:0.0007142857142857143 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #jaQw-q7IIH4
0 qid:1373 1:0.04 2:0.04 3:2.0512820512820515e-05 4:1 5:0.0005128205128205128 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #jaQw-q7IIH4
0 qid:2942 1:0.04 2:0.04 3:1.3333333333333335e-05 4:1 5:0.0003333333333333333 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #jaQw-q7IIH4
0 qid:1145 1:0.375 2:0.375 3:0.0029296875 4:1 5:0.0078125 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:7.1955206813 11:0.125 #sLfOgL2aQms
0 qid:1147 1:0.375 2:0.375 3:0.005208333333333333 4:1 5:0.013888888888888888 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:8.00645089751 11:0.3333333333333333 #sLfOgL2aQms
0 qid:10048 1:0.25 2:0.25 3:0.0015625 4:1 5:0.00625 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #sLfOgL2aQms
0 qid:2955 1:0.25 2:0.25 3:0.00045955882352941176 4:1 5:0.001838235294117647 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #sLfOgL2aQms
1 qid:2298 1:0.5714285714285714 2:0.5714285714285714 3:0.002551020408163265 4:1 5:0.004464285714285714 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:6.55953191458 11:0.0625 #muOuyeUOPcA
0 qid:8134 1:0.2857142857142857 2:0.2857142857142857 3:0.002721088435374149 4:1 5:0.009523809523809523 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #muOuyeUOPcA
0 qid:4181 1:0.28368794326241137 2:0.28368794326241137 3:1.6491567449274003e-05 4:1 5:5.8132775258690854e-05 6:0 7:0 8:0 9:0.0 10:5.26561087359 11:0.01639344262295082 #IAlrDOityMc
0 qid:959 1:0.2695035460992908 2:0.2695035460992908 3:1.1177617937841265e-05 4:1 5:4.1474845506200484e-05 6:0 7:0 8:0 9:0.0 10:5.33230224809 11:0.017543859649122806 #IAlrDOityMc
0 qid:2720 1:0.20567375886524822 2:0.20567375886524822 3:8.894385005416374e-06 4:1 5:4.324511330219685e-05 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #IAlrDOityMc
0 qid:8225 1:0.11347517730496454 2:0.11347517730496454 3:1.352585700041296e-06 4:1 5:1.1919661481613922e-05 6:0 7:0 8:0 9:0.0 10:4.60525351585 11:0.008403361344537815 #IAlrDOityMc
