0 qid:28215 1:0.2857142857142857 2:0.2857142857142857 3:0.01020408163265306 4:1 5:0.03571428571428571 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #abdticS1XXg
0 qid:7307 1:0.0625 2:0.0625 3:4.650297619047619e-05 4:1 5:0.000744047619047619 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #IvjnntmtnzU
0 qid:205 1:0.0625 2:0.0625 3:8.138020833333333e-06 4:1 5:0.00013020833333333333 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #IvjnntmtnzU
0 qid:5327 1:0.0625 2:0.0625 3:2.2605613425925925e-06 4:1 5:3.616898148148148e-05 6:0 7:0 8:0 9:0.0 10:5.10228581748 11:0.013888888888888888 #IvjnntmtnzU
1 qid:1783 1:0.0625 2:0.0625 3:3.500224014336917e-06 4:1 5:5.6003584229390674e-05 6:0 7:0 8:0 9:0.0 10:5.92700935583 11:0.03225806451612903 #IvjnntmtnzU
1 qid:2626 1:0.041666666666666664 2:0.041666666666666664 3:3.945707070707071e-06 4:1 5:9.469696969696971e-05 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #IvjnntmtnzU
0 qid:1157 1:0.041666666666666664 2:0.041666666666666664 3:1.0509147161689534e-06 4:1 5:2.5221953188054882e-05 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #IvjnntmtnzU
0 qid:9298 1:0.041666666666666664 2:0.041666666666666664 3:6.781684027777777e-06 4:1 5:0.00016276041666666666 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #IvjnntmtnzU
0 qid:7310 1:0.041666666666666664 2:0.041666666666666664 3:2.4112654320987653e-05 4:1 5:0.0005787037037037037 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #IvjnntmtnzU
0 qid:4242 1:0.041666666666666664 2:0.041666666666666664 3:9.137426900584793e-07 4:1 5:2.1929824561403507e-05 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #IvjnntmtnzU
0 qid:726 1:0.041666666666666664 2:0.041666666666666664 3:2.5531045751633985e-06 4:1 5:6.127450980392157e-05 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #IvjnntmtnzU
0 qid:219 1:0.041666666666666664 2:0.041666666666666664 3:3.4041394335511977e-06 4:1 5:8.169934640522875e-05 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #IvjnntmtnzU
0 qid:47893 1:1.0 2:1.0 3:0.125 4:1 5:0.125 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #JmYWqN29c98
0 qid:3193 1:0.1875 2:0.1875 3:8.138020833333333e-05 4:1 5:0.00043402777777777775 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #JmYWqN29c98
0 qid:8141 1:0.125 2:0.125 3:0.0003255208333333333 4:1 5:0.0026041666666666665 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #JmYWqN29c98
0 qid:298 1:0.15789473684210525 2:0.15789473684210525 3:0.0002444190972788007 4:1 5:0.001547987616099071 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #f98TScTsyIc
0 qid:7501 1:0.15789473684210525 2:0.15789473684210525 3:0.0001662049861495845 4:1 5:0.0010526315789473684 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #f98TScTsyIc
0 qid:5327 1:0.15789473684210525 2:0.15789473684210525 3:1.923668821175746e-05 4:1 5:0.00012183235867446393 6:0 7:0 8:0 9:0.0 10:5.10228581748 11:0.013888888888888888 #f98TScTsyIc
0 qid:58896 1:0.15789473684210525 2:0.15789473684210525 3:0.0009233610341643581 4:1 5:0.005847953216374269 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #f98TScTsyIc
0 qid:9362 1:0.15789473684210525 2:0.15789473684210525 3:0.0002077562326869806 4:1 5:0.0013157894736842105 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #f98TScTsyIc
0 qid:5347 1:0.10526315789473684 2:0.10526315789473684 3:3.147821707378494e-05 4:1 5:0.0002990430622009569 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #f98TScTsyIc
0 qid:166606 1:0.10526315789473684 2:0.10526315789473684 3:0.00027700831024930745 4:1 5:0.002631578947368421 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #f98TScTsyIc
0 qid:4178 1:0.10526315789473684 2:0.10526315789473684 3:6.155740227762387e-05 4:1 5:0.0005847953216374268 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #f98TScTsyIc
0 qid:317 1:0.10526315789473684 2:0.10526315789473684 3:1.0018383734152165e-05 4:1 5:9.517464547444559e-05 6:0 7:0 8:0 9:0.0 10:5.01071862396 11:0.012658227848101266 #f98TScTsyIc
1 qid:2565 1:1.0 2:1.0 3:0.007936507936507936 4:1 5:0.007936507936507936 6:2 7:2.495003006861588 8:3 9:3.6511658351517475 10:6.30170280527 11:0.047619047619047616 #hyAclqRoUi4
0 qid:920 1:0.3333333333333333 2:0.3333333333333333 3:0.0006613756613756613 4:1 5:0.001984126984126984 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #i-yQlKskvVU
1 qid:21840 1:0.2222222222222222 2:0.2222222222222222 3:0.004115226337448559 4:1 5:0.018518518518518517 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:8.29413296996 11:0.5 #i-yQlKskvVU
0 qid:871 1:0.13445378151260504 2:0.13445378151260504 3:4.006608901382831e-06 4:1 5:2.9799153704034804e-05 6:0 7:0 8:0 9:0.0 10:4.43691820103 11:0.0070921985815602835 #JE6Ac9JRy5s
0 qid:959 1:0.058823529411764705 2:0.058823529411764705 3:2.8907331766555944e-06 4:1 5:4.914246400314511e-05 6:0 7:0 8:0 9:0.0 10:5.33230224809 11:0.017543859649122806 #JE6Ac9JRy5s
0 qid:1853 1:0.05042016806722689 2:0.05042016806722689 3:7.0616481886872395e-06 4:1 5:0.00014005602240896358 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #JE6Ac9JRy5s
0 qid:4181 1:0.04201680672268908 2:0.04201680672268908 3:1.1576472440470887e-06 4:1 5:2.7552004408320707e-05 6:0 7:0 8:0 9:0.0 10:5.26561087359 11:0.01639344262295082 #JE6Ac9JRy5s
0 qid:873 1:0.03361344537815126 2:0.03361344537815126 3:9.230912664950638e-07 4:1 5:2.7461965178228153e-05 6:0 7:0 8:0 9:0.0 10:5.44150154005 11:0.0196078431372549 #JE6Ac9JRy5s
0 qid:874 1:0.03361344537815126 2:0.03361344537815126 3:6.405123073639219e-07 4:1 5:1.9055241144076675e-05 6:0 7:0 8:0 9:0.0 10:5.23386217527 11:0.015873015873015872 #JE6Ac9JRy5s
0 qid:7942 1:0.025210084033613446 2:0.025210084033613446 3:1.5692551530416086e-06 4:1 5:6.224712107065047e-05 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #JE6Ac9JRy5s
0 qid:2720 1:0.025210084033613446 2:0.025210084033613446 3:5.167059650258956e-07 4:1 5:2.0496003279360526e-05 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #JE6Ac9JRy5s
0 qid:23617 1:0.025210084033613446 2:0.025210084033613446 3:4.81476012865039e-06 4:1 5:0.00019098548510313216 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #JE6Ac9JRy5s
0 qid:2642 1:0.025210084033613446 2:0.025210084033613446 3:4.413530117929525e-06 4:1 5:0.00017507002801120446 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #JE6Ac9JRy5s
0 qid:27651 1:0.01680672268907563 2:0.01680672268907563 3:9.053395113701588e-07 4:1 5:5.3867700926524454e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #JE6Ac9JRy5s
0 qid:7171 1:0.01680672268907563 2:0.01680672268907563 3:3.3626896136605895e-06 4:1 5:0.00020008003201280508 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #JE6Ac9JRy5s
0 qid:1157 1:0.01680672268907563 2:0.01680672268907563 3:1.1968895235063119e-07 4:1 5:7.121492664862555e-06 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #JE6Ac9JRy5s
0 qid:2442 1:0.01680672268907563 2:0.01680672268907563 3:5.717933756022056e-07 4:1 5:3.402170584833123e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #JE6Ac9JRy5s
0 qid:5396 1:0.01680672268907563 2:0.01680672268907563 3:1.8106790227403176e-06 4:1 5:0.00010773540185304891 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #JE6Ac9JRy5s
0 qid:1194 1:0.01680672268907563 2:0.01680672268907563 3:2.6154252550693472e-06 4:1 5:0.00015561780267662619 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #JE6Ac9JRy5s
0 qid:2734 1:0.01680672268907563 2:0.01680672268907563 3:2.596194187017367e-07 4:1 5:1.5447355412753335e-05 6:0 7:0 8:0 9:0.0 10:5.83739719714 11:0.029411764705882353 #JE6Ac9JRy5s
0 qid:4661 1:0.01680672268907563 2:0.01680672268907563 3:7.846275765208042e-07 4:1 5:4.668534080298785e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #JE6Ac9JRy5s
0 qid:8260 1:0.01680672268907563 2:0.01680672268907563 3:3.956105427835988e-07 4:1 5:2.3538827295624127e-05 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #JE6Ac9JRy5s
0 qid:2799 1:0.01680672268907563 2:0.01680672268907563 3:3.2318756012298576e-07 4:1 5:1.9229659827317653e-05 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #JE6Ac9JRy5s
0 qid:4469 1:0.01680672268907563 2:0.01680672268907563 3:2.2136828177702942e-07 4:1 5:1.3171412765733251e-05 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #JE6Ac9JRy5s
0 qid:1145 1:0.01680672268907563 2:0.01680672268907563 3:1.038477674806947e-06 4:1 5:6.178942165101334e-05 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #JE6Ac9JRy5s
0 qid:7485 1:0.3684210526315789 2:0.3684210526315789 3:0.0013850415512465372 4:1 5:0.0037593984962406013 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #EvE7yNvlIlU
0 qid:3758 1:0.23809523809523808 2:0.23809523809523808 3:0.0004724111866969009 4:1 5:0.001984126984126984 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #EvE7yNvlIlU
0 qid:9658 1:0.14285714285714285 2:0.14285714285714285 3:0.0001214771622934888 4:1 5:0.0008503401360544216 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #EvE7yNvlIlU
0 qid:11305 1:0.10526315789473684 2:0.10526315789473684 3:0.0005540166204986149 4:1 5:0.005263157894736842 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #EvE7yNvlIlU
0 qid:7479 1:0.10526315789473684 2:0.10526315789473684 3:0.0001978630787495053 4:1 5:0.0018796992481203006 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #EvE7yNvlIlU
0 qid:7480 1:0.10526315789473684 2:0.10526315789473684 3:0.00023084025854108953 4:1 5:0.0021929824561403508 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #EvE7yNvlIlU
0 qid:2626 1:0.0967741935483871 2:0.0967741935483871 3:0.00014189764449910132 4:1 5:0.001466275659824047 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #D3xb8zuQDoE
0 qid:3193 1:0.0967741935483871 2:0.0967741935483871 3:2.167880679847381e-05 4:1 5:0.0002240143369175627 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #D3xb8zuQDoE
0 qid:1065 1:0.06451612903225806 2:0.06451612903225806 3:9.127918651988971e-06 4:1 5:0.00014148273910582907 6:0 7:0 8:0 9:0.0 10:5.7291836125 11:0.02631578947368421 #D3xb8zuQDoE
0 qid:10283 1:0.06451612903225806 2:0.06451612903225806 3:4.0022412551028574e-05 4:1 5:0.0006203473945409429 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #D3xb8zuQDoE
0 qid:971 1:0.06451612903225806 2:0.06451612903225806 3:1.8919685933213508e-05 4:1 5:0.0002932551319648094 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #D3xb8zuQDoE
0 qid:3027 1:0.06451612903225806 2:0.06451612903225806 3:7.251447570221205e-06 4:1 5:0.00011239743733842868 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #D3xb8zuQDoE
0 qid:1470 1:0.35 2:0.35 3:0.000175 4:1 5:0.0005 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #MDKrKpf-V_A
0 qid:850 1:0.1 2:0.1 3:8.771929824561403e-05 4:1 5:0.0008771929824561403 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #MDKrKpf-V_A
0 qid:123 1:0.4 2:0.4 3:0.008000000000000002 4:1 5:0.020000000000000004 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #5k9xM-zMdcw
0 qid:9636 1:0.25 2:0.25 3:0.0026041666666666665 4:1 5:0.010416666666666666 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #5k9xM-zMdcw
0 qid:19525 1:0.25 2:0.25 3:0.00390625 4:1 5:0.015625 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #5k9xM-zMdcw
0 qid:19526 1:0.25 2:0.25 3:0.003125 4:1 5:0.0125 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #5k9xM-zMdcw
0 qid:72 1:0.375 2:0.375 3:4.292582417582417e-05 4:1 5:0.00011446886446886447 6:0 7:0 8:0 9:0.0 10:4.87095668158 11:0.01098901098901099 #j-pt_sshd14
0 qid:74 1:0.375 2:0.375 3:6.510416666666667e-05 4:1 5:0.00017361111111111112 6:0 7:0 8:0 9:0.0 10:4.88188575211 11:0.011111111111111112 #j-pt_sshd14
0 qid:77 1:0.375 2:0.375 3:3.6621093750000005e-05 4:1 5:9.765625e-05 6:0 7:0 8:0 9:0.0 10:4.99829610396 11:0.0125 #j-pt_sshd14
0 qid:6048 1:0.3125 2:0.3125 3:8.491847826086956e-05 4:1 5:0.0002717391304347826 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #j-pt_sshd14
0 qid:4563 1:0.21428571428571427 2:0.21428571428571427 3:7.730364873222015e-05 4:1 5:0.00036075036075036075 6:0 7:0 8:0 9:0.0 10:5.86638473402 11:0.030303030303030304 #j-pt_sshd14
0 qid:9054 1:0.0625 2:0.0625 3:4.650297619047619e-05 4:1 5:0.000744047619047619 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #j-pt_sshd14
0 qid:3338 1:0.7727272727272727 2:0.7727272727272727 3:0.000836284927194018 4:1 5:0.0010822510822510823 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #9-TUI_P5oJ8
0 qid:1220 1:0.4 2:0.4 3:0.0010256410256410256 4:1 5:0.002564102564102564 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #9-TUI_P5oJ8
0 qid:4367 1:0.4 2:0.4 3:0.0004 4:1 5:0.001 6:0 7:0 8:0 9:0.0 10:6.13464872061 11:0.04 #9-TUI_P5oJ8
0 qid:4026 1:0.4 2:0.4 3:0.0004705882352941177 4:1 5:0.0011764705882352942 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #9-TUI_P5oJ8
0 qid:15803 1:0.3 2:0.3 3:0.0006249999999999999 4:1 5:0.0020833333333333333 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #9-TUI_P5oJ8
0 qid:80009 1:1.0 2:1.0 3:0.125 4:1 5:0.125 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #0rHqCIxbeF4
0 qid:64367 1:1.0 2:1.0 3:0.08333333333333333 4:1 5:0.08333333333333333 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #0rHqCIxbeF4
0 qid:1203 1:0.43333333333333335 2:0.43333333333333335 3:0.0001761517615176152 4:1 5:0.0004065040650406504 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #erfI6fOnQe8
0 qid:5883 1:0.1 2:0.1 3:5.8479532163742686e-05 4:1 5:0.0005847953216374268 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #erfI6fOnQe8
0 qid:991 1:0.1 2:0.1 3:1.6666666666666667e-05 4:1 5:0.00016666666666666666 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #erfI6fOnQe8
0 qid:2880 1:0.06666666666666667 2:0.06666666666666667 3:2.777777777777778e-05 4:1 5:0.0004166666666666667 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #erfI6fOnQe8
0 qid:1760 1:0.06666666666666667 2:0.06666666666666667 3:5.120327700972862e-06 4:1 5:7.680491551459293e-05 6:0 7:0 8:0 9:0.0 10:5.24961053224 11:0.016129032258064516 #erfI6fOnQe8
0 qid:5439 1:0.06666666666666667 2:0.06666666666666667 3:4.938271604938271e-05 4:1 5:0.0007407407407407407 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #erfI6fOnQe8
0 qid:170 1:0.06666666666666667 2:0.06666666666666667 3:6.613756613756612e-06 4:1 5:9.920634920634919e-05 6:0 7:0 8:0 9:0.0 10:5.63154514294 11:0.023809523809523808 #erfI6fOnQe8
0 qid:860 1:0.06666666666666667 2:0.06666666666666667 3:1.7636684303350965e-05 4:1 5:0.0002645502645502645 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #erfI6fOnQe8
0 qid:2366 1:0.06666666666666667 2:0.06666666666666667 3:4.535147392290249e-06 4:1 5:6.802721088435374e-05 6:0 7:0 8:0 9:0.0 10:5.4807222532 11:0.02040816326530612 #erfI6fOnQe8
0 qid:1266 1:0.3333333333333333 2:0.3333333333333333 3:0.0014619883040935672 4:1 5:0.0043859649122807015 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #XIsc8Sd3NyU
0 qid:1268 1:0.3333333333333333 2:0.3333333333333333 3:0.0009746588693957114 4:1 5:0.0029239766081871343 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #XIsc8Sd3NyU
1 qid:1925 1:0.3333333333333333 2:0.3333333333333333 3:0.003472222222222222 4:1 5:0.010416666666666666 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:7.7833073462 11:0.25 #XIsc8Sd3NyU
0 qid:21280 1:0.09523809523809523 2:0.09523809523809523 3:0.00037792894935752074 4:1 5:0.003968253968253968 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #zFEDQI5Tqaw
0 qid:331649 1:0.09523809523809523 2:0.09523809523809523 3:0.0003023431594860166 4:1 5:0.0031746031746031746 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #zFEDQI5Tqaw
0 qid:1157 1:0.09523809523809523 2:0.09523809523809523 3:1.0980986422010287e-05 4:1 5:0.00011530035743110802 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #zFEDQI5Tqaw
0 qid:5523 1:0.09523809523809523 2:0.09523809523809523 3:7.956398933842542e-05 4:1 5:0.000835421888053467 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #zFEDQI5Tqaw
0 qid:32436 1:0.09523809523809523 2:0.09523809523809523 3:0.0003779289493575207 4:1 5:0.003968253968253968 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #zFEDQI5Tqaw
0 qid:920 1:0.09523809523809523 2:0.09523809523809523 3:8.098477486232587e-05 4:1 5:0.0008503401360544216 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #zFEDQI5Tqaw
0 qid:871 1:0.25 2:0.25 3:7.387706855791962e-05 4:1 5:0.0002955082742316785 6:0 7:0 8:0 9:0.0 10:4.43691820103 11:0.0070921985815602835 #EstyiBIqfQg
0 qid:9137 1:0.16666666666666666 2:0.16666666666666666 3:0.0002204585537918871 4:1 5:0.0013227513227513227 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #EstyiBIqfQg
1 qid:318 1:1.0 2:2.0 3:0.0007386793101078814 4:2 5:0.0015632515632515633 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:5.86638473402 11:0.030303030303030304 #mXteJnZw6aE
0 qid:4320 1:0.42857142857142855 2:0.42857142857142855 3:0.0006640751538710721 4:2 5:0.002607709750566893 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #mXteJnZw6aE
0 qid:4322 1:0.09523809523809523 2:0.09523809523809523 3:0.00025195263290501383 4:1 5:0.0026455026455026454 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #mXteJnZw6aE
0 qid:5062 1:0.09523809523809523 2:0.09523809523809523 3:0.0001295756397797214 4:1 5:0.001360544217687075 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #mXteJnZw6aE
0 qid:1139 1:0.09523809523809523 2:0.09523809523809523 3:8.461095881138525e-06 4:1 5:8.884150675195451e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #mXteJnZw6aE
0 qid:4588 1:0.15789473684210525 2:0.15789473684210525 3:0.00018065759364085268 4:1 5:0.0011441647597254005 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #p25Skg6HNos
0 qid:7281 1:0.15789473684210525 2:0.15789473684210525 3:0.00012591286829513975 4:1 5:0.0007974481658692184 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #p25Skg6HNos
0 qid:1760 1:0.10526315789473684 2:0.10526315789473684 3:1.7871503887052094e-05 4:1 5:0.0001697792869269949 6:0 7:0 8:0 9:0.0 10:5.24961053224 11:0.016129032258064516 #p25Skg6HNos
0 qid:12741 1:0.10526315789473684 2:0.10526315789473684 3:0.00010654165778819518 4:1 5:0.0010121457489878543 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #p25Skg6HNos
0 qid:998 1:0.10526315789473684 2:0.10526315789473684 3:1.8224230937454436e-05 4:1 5:0.00017313019390581715 6:0 7:0 8:0 9:0.0 10:5.7291836125 11:0.02631578947368421 #p25Skg6HNos
0 qid:2856 1:0.10526315789473684 2:0.10526315789473684 3:3.597510522718278e-05 4:1 5:0.00034176349965823647 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #p25Skg6HNos
0 qid:9677 1:0.10526315789473684 2:0.10526315789473684 3:0.00030778701138811936 4:1 5:0.0029239766081871343 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #p25Skg6HNos
0 qid:1133 1:0.38461538461538464 2:0.38461538461538464 3:0.0013448090371167296 4:1 5:0.003496503496503497 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #hWHM-trk1nU
0 qid:4244 1:0.3076923076923077 2:0.3076923076923077 3:0.000606888180852678 4:1 5:0.0019723865877712033 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #hWHM-trk1nU
0 qid:369 1:0.23076923076923078 2:0.23076923076923078 3:0.0002610511660285416 4:1 5:0.0011312217194570137 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #hWHM-trk1nU
0 qid:5495 1:0.15384615384615385 2:0.15384615384615385 3:0.0002629848783694938 4:1 5:0.0017094017094017096 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #hWHM-trk1nU
0 qid:143 1:0.08064516129032258 2:0.08064516129032258 3:9.706928417227078e-06 4:1 5:0.00012036591237361579 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #TvkXDEefdwA
0 qid:1809 1:0.08064516129032258 2:0.08064516129032258 3:1.8065672332061505e-05 4:1 5:0.0002240143369175627 6:0 7:0 8:0 9:0.0 10:6.17386943376 11:0.041666666666666664 #TvkXDEefdwA
0 qid:7445 1:0.04838709677419355 2:0.04838709677419355 3:6.503642039542143e-05 4:1 5:0.0013440860215053762 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #TvkXDEefdwA
0 qid:160 1:0.04838709677419355 2:0.04838709677419355 3:9.755463059313215e-06 4:1 5:0.00020161290322580645 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #TvkXDEefdwA
0 qid:2881 1:0.04838709677419355 2:0.04838709677419355 3:1.2194328824141519e-05 4:1 5:0.00025201612903225806 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #TvkXDEefdwA
0 qid:4588 1:0.04838709677419355 2:0.04838709677419355 3:4.8474350605283055e-06 4:1 5:0.00010018032458425164 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #TvkXDEefdwA
0 qid:1790 1:0.04838709677419355 2:0.04838709677419355 3:4.335761359694762e-05 4:1 5:0.0008960573476702508 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #TvkXDEefdwA
0 qid:7446 1:0.03225806451612903 2:0.03225806451612903 3:7.432733759476735e-06 4:1 5:0.0002304147465437788 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #TvkXDEefdwA
0 qid:6934 1:0.03225806451612903 2:0.03225806451612903 3:4.335761359694762e-06 4:1 5:0.00013440860215053763 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #TvkXDEefdwA
0 qid:41125 1:0.03225806451612903 2:0.03225806451612903 3:1.0839403399236904e-05 4:1 5:0.00033602150537634406 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #TvkXDEefdwA
0 qid:6823 1:0.03225806451612903 2:0.03225806451612903 3:8.054045869402035e-07 4:1 5:2.4967542195146307e-05 6:0 7:0 8:0 9:0.0 10:5.83739719714 11:0.029411764705882353 #TvkXDEefdwA
0 qid:52146 1:0.03225806451612903 2:0.03225806451612903 3:9.635025243766136e-06 4:1 5:0.0002986857825567503 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #TvkXDEefdwA
0 qid:1203 1:0.03225806451612903 2:0.03225806451612903 3:1.1536393861715555e-06 4:1 5:3.576282097131822e-05 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #TvkXDEefdwA
0 qid:4034 1:0.03225806451612903 2:0.03225806451612903 3:2.106442765843609e-06 4:1 5:6.529972574115188e-05 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #TvkXDEefdwA
0 qid:3141 1:0.03225806451612903 2:0.03225806451612903 3:3.096972399781973e-06 4:1 5:9.600614439324117e-05 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #TvkXDEefdwA
0 qid:4805 1:0.03225806451612903 2:0.03225806451612903 3:9.096002852506495e-07 4:1 5:2.8197608842770133e-05 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #TvkXDEefdwA
