0 qid:3847 1:0.18181818181818182 2:0.18181818181818182 3:0.004132231404958678 4:1 5:0.022727272727272728 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #iv_btkVUhZY
0 qid:4622 1:0.014184397163120567 2:0.014184397163120567 3:1.1724774060672655e-07 4:1 5:8.265965712774223e-06 6:0 7:0 8:0 9:0.0 10:6.2572510427 11:0.045454545454545456 #09nfWtQh5x8
0 qid:13598 1:0.014184397163120567 2:0.014184397163120567 3:1.9345877200109886e-06 4:1 5:0.0001363884342607747 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #09nfWtQh5x8
0 qid:36 1:0.014184397163120567 2:0.014184397163120567 3:4.191606726690475e-08 4:1 5:2.955082742316785e-06 6:0 7:0 8:0 9:0.0 10:5.06201191835 11:0.013333333333333334 #09nfWtQh5x8
0 qid:6849 1:0.014184397163120567 2:0.014184397163120567 3:2.05303186613411e-07 4:1 5:1.4473874656245474e-05 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #09nfWtQh5x8
0 qid:4803 1:0.014184397163120567 2:0.014184397163120567 3:2.540367713145742e-07 4:1 5:1.7909592377677483e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #09nfWtQh5x8
0 qid:4676 1:0.014184397163120567 2:0.014184397163120567 3:3.153559919767128e-07 4:1 5:2.2232597434358254e-05 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #09nfWtQh5x8
0 qid:4291 1:0.014184397163120567 2:0.014184397163120567 3:1.643767343800186e-07 4:1 5:1.1588559773791312e-05 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #09nfWtQh5x8
0 qid:39119 1:0.014184397163120567 2:0.014184397163120567 3:2.0119712288114277e-06 4:1 5:0.00014184397163120567 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #09nfWtQh5x8
0 qid:1618 1:0.014184397163120567 2:0.014184397163120567 3:8.664820106853694e-08 4:1 5:6.108698175331854e-06 6:0 7:0 8:0 9:0.0 10:5.60855562471 11:0.023255813953488372 #09nfWtQh5x8
0 qid:858 1:0.014184397163120567 2:0.014184397163120567 3:1.1177617937841267e-06 4:1 5:7.880220646178092e-05 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #09nfWtQh5x8
0 qid:23906 1:0.014184397163120567 2:0.014184397163120567 3:8.982014414336731e-07 4:1 5:6.332320162107395e-05 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #09nfWtQh5x8
0 qid:2406 1:0.014184397163120567 2:0.014184397163120567 3:2.2061088035213023e-07 4:1 5:1.555306706482518e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #09nfWtQh5x8
0 qid:9715 1:0.014184397163120567 2:0.014184397163120567 3:2.0914461837956634e-07 4:1 5:1.4744695595759428e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #09nfWtQh5x8
0 qid:37748 1:0.014184397163120567 2:0.014184397163120567 3:1.6225574425898612e-06 4:1 5:0.00011439029970258521 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #09nfWtQh5x8
0 qid:4469 1:0.014184397163120567 2:0.014184397163120567 3:1.508224309453844e-07 4:1 5:1.0632981381649601e-05 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #09nfWtQh5x8
0 qid:62585 1:0.014184397163120567 2:0.014184397163120567 3:9.314681614867722e-07 4:1 5:6.566850538481743e-05 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:8.00645089751 11:0.3333333333333333 #09nfWtQh5x8
0 qid:27133 1:0.014184397163120567 2:0.014184397163120567 3:5.239508408363093e-07 4:1 5:3.693853427895981e-05 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #09nfWtQh5x8
1 qid:4904 1:1.5 2:2.5 3:0.030381944444444444 4:2 5:0.03298611111111111 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #VxCAtYSOs9Q
1 qid:2555 1:1.4166666666666665 2:2.4166666666666665 3:0.00931712962962963 4:2 5:0.013194444444444444 6:2 7:2.495003006861588 8:3 9:3.6511658351517475 10:7.1955206813 11:0.125 #VxCAtYSOs9Q
1 qid:74679 1:0.5 2:0.5 3:0.008928571428571428 4:1 5:0.017857142857142856 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #VxCAtYSOs9Q
0 qid:13843 1:0.25 2:0.3833333333333333 3:0.0006396198830409356 4:2 5:0.005116959064327485 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #Pt-iuywjN7Y
0 qid:772 1:0.24848484848484848 2:1.2484848484848485 3:0.0001800003748055696 4:2 5:0.0010977118119975262 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #oVjIYlZgtfw
0 qid:781 1:0.24848484848484848 2:1.2484848484848485 3:0.00013025081474279335 4:2 5:0.0007991681521093286 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #oVjIYlZgtfw
0 qid:5262 1:0.24848484848484848 2:1.2484848484848485 3:0.0009877180899908172 4:2 5:0.0060921717171717165 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #oVjIYlZgtfw
0 qid:1794 1:0.2 2:0.2 3:0.00014814814814814817 4:1 5:0.0007407407407407407 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #oVjIYlZgtfw
0 qid:1795 1:0.2 2:0.2 3:5.8479532163742686e-05 4:1 5:0.0002923976608187134 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #oVjIYlZgtfw
0 qid:90808 1:0.13333333333333333 2:0.13333333333333333 3:0.00011111111111111112 4:1 5:0.0008333333333333334 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #oVjIYlZgtfw
0 qid:69279 1:0.13333333333333333 2:0.13333333333333333 3:0.00010101010101010101 4:1 5:0.0007575757575757576 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #oVjIYlZgtfw
0 qid:18418 1:0.06666666666666667 2:0.06666666666666667 3:9.259259259259259e-05 4:1 5:0.0013888888888888887 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #oVjIYlZgtfw
0 qid:18421 1:0.06666666666666667 2:0.06666666666666667 3:5.698005698005697e-05 4:1 5:0.0008547008547008547 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #oVjIYlZgtfw
0 qid:6909 1:0.06666666666666667 2:0.06666666666666667 3:5.027652086475616e-06 4:1 5:7.541478129713424e-05 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #oVjIYlZgtfw
0 qid:4357 1:0.35714285714285715 2:0.35714285714285715 3:0.002125850340136054 4:1 5:0.005952380952380952 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #lyqw7r8jAIY
0 qid:2146 1:0.2857142857142857 2:0.2857142857142857 3:0.00014172335600907027 4:1 5:0.000496031746031746 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #lyqw7r8jAIY
0 qid:2474 1:0.21428571428571427 2:0.21428571428571427 3:0.00012343647136273862 4:1 5:0.000576036866359447 6:0 7:0 8:0 9:0.0 10:5.92700935583 11:0.03225806451612903 #lyqw7r8jAIY
0 qid:1034 1:0.14285714285714285 2:0.14285714285714285 3:0.00012004801920768306 4:1 5:0.0008403361344537816 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #lyqw7r8jAIY
0 qid:8604 1:0.5 2:0.5 3:0.010416666666666666 4:1 5:0.020833333333333332 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #DNuLOyNNQ-U
1 qid:1868 1:0.05970149253731343 2:0.05970149253731343 3:9.581366159093794e-06 4:1 5:0.00016048788316482104 6:0 7:0 8:0 9:0.0 10:5.92700935583 11:0.03225806451612903 #DNuLOyNNQ-U
0 qid:1707 1:0.04477611940298507 2:0.04477611940298507 3:1.3922922699933167e-05 4:1 5:0.0003109452736318408 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #DNuLOyNNQ-U
0 qid:1869 1:0.04477611940298507 2:0.04477611940298507 3:4.176876809979951e-06 4:1 5:9.328358208955224e-05 6:0 7:0 8:0 9:0.0 10:5.89623769716 11:0.03125 #DNuLOyNNQ-U
0 qid:471 1:0.04477611940298507 2:0.04477611940298507 3:7.955955828533238e-06 4:1 5:0.00017768301350390902 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #DNuLOyNNQ-U
0 qid:7010 1:0.029850746268656716 2:0.029850746268656716 3:6.187965644414741e-06 4:1 5:0.00020729684908789384 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #DNuLOyNNQ-U
0 qid:1828 1:0.029850746268656716 2:0.029850746268656716 3:3.4271809722912417e-06 4:1 5:0.00011481056257175662 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #DNuLOyNNQ-U
0 qid:261 1:0.029850746268656716 2:0.029850746268656716 3:9.77047207012854e-07 4:1 5:3.2731081434930606e-05 6:0 7:0 8:0 9:0.0 10:5.7291836125 11:0.02631578947368421 #DNuLOyNNQ-U
0 qid:1509 1:0.029850746268656716 2:0.029850746268656716 3:3.6851408304206905e-07 4:1 5:1.2345221781909315e-05 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #DNuLOyNNQ-U
0 qid:5901 1:0.029850746268656716 2:0.029850746268656716 3:5.569169079973268e-06 4:1 5:0.00018656716417910448 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #DNuLOyNNQ-U
0 qid:1712 1:0.029850746268656716 2:0.029850746268656716 3:1.4465374233696799e-06 4:1 5:4.845900368288428e-05 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #DNuLOyNNQ-U
0 qid:15635 1:0.029850746268656716 2:0.029850746268656716 3:3.182382331413296e-05 4:1 5:0.0010660980810234541 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #DNuLOyNNQ-U
0 qid:766 1:0.4444444444444444 2:0.4444444444444444 3:0.00018705574261129816 4:1 5:0.00042087542087542086 6:0 7:0 8:0 9:0.0 10:5.18805263924 11:0.015151515151515152 #yTvDeAjNMQQ
0 qid:3091 1:0.16666666666666666 2:0.16666666666666666 3:6.298815822625344e-05 4:1 5:0.0003779289493575207 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:5.4807222532 11:0.02040816326530612 #yTvDeAjNMQQ
0 qid:1871 1:0.1111111111111111 2:0.1111111111111111 3:0.0007716049382716049 4:1 5:0.006944444444444444 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #yTvDeAjNMQQ
0 qid:4961 1:0.14285714285714285 2:0.14285714285714285 3:6.07385811467444e-05 4:1 5:0.0004251700680272108 6:0 7:0 8:0 9:0.0 10:5.63154514294 11:0.023809523809523808 #calXYcZ09j8
0 qid:1344 1:0.10714285714285714 2:0.10714285714285714 3:0.00014172335600907027 4:1 5:0.0013227513227513227 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #calXYcZ09j8
0 qid:4162 1:0.07142857142857142 2:0.07142857142857142 3:3.188775510204081e-05 4:1 5:0.0004464285714285714 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #calXYcZ09j8
0 qid:176 1:0.07142857142857142 2:0.07142857142857142 3:2.4295432458697762e-05 4:1 5:0.0003401360544217687 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #calXYcZ09j8
0 qid:5523 1:0.07142857142857142 2:0.07142857142857142 3:2.237737200143215e-05 4:1 5:0.0003132832080200501 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #calXYcZ09j8
1 qid:4126 1:0.9 2:0.9 3:0.0045000000000000005 4:1 5:0.005000000000000001 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:6.99484998583 11:0.1 #S5BVLUU3Ewo
0 qid:2505 1:0.2 2:0.2 3:0.0007407407407407407 4:1 5:0.003703703703703704 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #S5BVLUU3Ewo
1 qid:2146 1:0.4 2:0.4 3:0.0008333333333333334 4:1 5:0.0020833333333333333 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:5.50092496052 11:0.020833333333333332 #mSv_wNIqaCQ
1 qid:4291 1:0.8461538461538461 2:0.8461538461538461 3:0.0018080210387902695 4:1 5:0.002136752136752137 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #TNY-vdhW9nA
0 qid:871 1:0.23076923076923078 2:0.23076923076923078 3:4.196567208023837e-05 4:1 5:0.00018185124568103294 6:0 7:0 8:0 9:0.0 10:4.43691820103 11:0.0070921985815602835 #TNY-vdhW9nA
0 qid:1850 1:0.15384615384615385 2:0.15384615384615385 3:9.861932938856017e-05 4:1 5:0.000641025641025641 6:0 7:0 8:0 9:0.0 10:5.95875805415 11:0.03333333333333333 #TNY-vdhW9nA
0 qid:1618 1:0.15384615384615385 2:0.15384615384615385 3:5.5043346635475445e-05 4:1 5:0.0003577817531305904 6:0 7:0 8:0 9:0.0 10:5.60855562471 11:0.023255813953488372 #TNY-vdhW9nA
1 qid:9362 1:0.3833333333333333 2:0.8833333333333333 3:0.0004382164902998236 4:2 5:0.0015443121693121695 6:0 7:0 8:0 9:0.0 10:6.99484998583 11:0.1 #Cm_XVuxat5U
1 qid:58896 1:0.3416666666666667 2:0.8416666666666667 3:0.0016747042181069957 4:2 5:0.005748456790123456 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #Cm_XVuxat5U
1 qid:4199 1:0.3416666666666667 2:0.8416666666666667 3:0.00019858674463937617 4:2 5:0.0006871345029239766 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #Cm_XVuxat5U
0 qid:7312 1:0.3 2:0.3 3:0.0006666666666666668 4:1 5:0.0022222222222222222 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #Cm_XVuxat5U
0 qid:143 1:0.1111111111111111 2:0.1111111111111111 3:2.5592203591098003e-06 4:1 5:2.3032983231988204e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #Cm_XVuxat5U
0 qid:7502 1:0.08333333333333333 2:0.08333333333333333 3:1.75364758698092e-05 4:1 5:0.00021043771043771043 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #Cm_XVuxat5U
0 qid:12916 1:0.08333333333333333 2:0.08333333333333333 3:1.9290123456790123e-05 4:1 5:0.0002314814814814815 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #Cm_XVuxat5U
0 qid:55576 1:0.06944444444444445 2:0.06944444444444445 3:1.4838556505223173e-05 4:1 5:0.0002136752136752137 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #Cm_XVuxat5U
0 qid:726 1:0.06944444444444445 2:0.06944444444444445 3:3.444664902998236e-06 4:1 5:4.96031746031746e-05 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #Cm_XVuxat5U
0 qid:18277 1:0.06944444444444445 2:0.06944444444444445 3:1.2860082304526749e-05 4:1 5:0.0001851851851851852 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #Cm_XVuxat5U
0 qid:4242 1:0.05555555555555555 2:0.05555555555555555 3:8.573388203017833e-07 4:1 5:1.54320987654321e-05 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #Cm_XVuxat5U
0 qid:7903 1:0.05555555555555555 2:0.05555555555555555 3:9.077705156136529e-06 4:1 5:0.00016339869281045753 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #Cm_XVuxat5U
0 qid:235 1:0.05555555555555555 2:0.05555555555555555 3:6.028163580246913e-06 4:1 5:0.00010850694444444444 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #Cm_XVuxat5U
0 qid:19646 1:0.041666666666666664 2:0.041666666666666664 3:5.03220611916264e-06 4:1 5:0.00012077294685990338 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #Cm_XVuxat5U
0 qid:1101 1:0.041666666666666664 2:0.041666666666666664 3:6.091617933723196e-06 4:1 5:0.00014619883040935673 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #Cm_XVuxat5U
0 qid:355 1:0.041666666666666664 2:0.041666666666666664 3:3.2880892255892254e-06 4:1 5:7.891414141414141e-05 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #Cm_XVuxat5U
0 qid:3193 1:0.041666666666666664 2:0.041666666666666664 3:5.741108171663726e-07 4:1 5:1.3778659611992945e-05 6:0 7:0 8:0 9:0.0 10:5.50092496052 11:0.020833333333333332 #Cm_XVuxat5U
0 qid:1149 1:0.041666666666666664 2:0.041666666666666664 3:3.6168981481481483e-06 4:1 5:8.680555555555556e-05 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #Cm_XVuxat5U
0 qid:1560 1:0.027777777777777776 2:0.027777777777777776 3:1.0020843354176687e-06 4:1 5:3.607503607503607e-05 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #Cm_XVuxat5U
0 qid:287 1:0.027777777777777776 2:0.027777777777777776 3:5.358367626886145e-06 4:1 5:0.00019290123456790122 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #Cm_XVuxat5U
0 qid:20390 1:0.027777777777777776 2:0.027777777777777776 3:6.222620469932298e-06 4:1 5:0.0002240143369175627 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #Cm_XVuxat5U
0 qid:2600 1:0.027777777777777776 2:0.027777777777777776 3:4.465306355738454e-07 4:1 5:1.6075102880658434e-05 6:0 7:0 8:0 9:0.0 10:5.89623769716 11:0.03125 #Cm_XVuxat5U
0 qid:6586 1:0.027777777777777776 2:0.027777777777777776 3:4.434511139491982e-06 4:1 5:0.00015964240102171135 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #Cm_XVuxat5U
0 qid:27451 1:0.027777777777777776 2:0.027777777777777776 3:5.213546880213547e-06 4:1 5:0.00018768768768768769 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #Cm_XVuxat5U
0 qid:4805 1:0.027777777777777776 2:0.027777777777777776 3:4.4965322743100526e-07 4:1 5:1.618751618751619e-05 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #Cm_XVuxat5U
0 qid:35663 1:0.027777777777777776 2:0.027777777777777776 3:3.3842321854017756e-06 4:1 5:0.00012183235867446393 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #Cm_XVuxat5U
0 qid:1489 1:0.027777777777777776 2:0.027777777777777776 3:3.625963055787617e-07 4:1 5:1.3053467000835421e-05 6:0 7:0 8:0 9:0.0 10:5.7291836125 11:0.02631578947368421 #Cm_XVuxat5U
0 qid:133842 1:0.027777777777777776 2:0.027777777777777776 3:7.419278252611586e-06 4:1 5:0.0002670940170940171 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #Cm_XVuxat5U
0 qid:8794 1:0.027777777777777776 2:0.027777777777777776 3:2.836782861292665e-06 4:1 5:0.00010212418300653594 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #Cm_XVuxat5U
0 qid:8797 1:0.027777777777777776 2:0.027777777777777776 3:4.286694101508916e-06 4:1 5:0.00015432098765432098 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #Cm_XVuxat5U
0 qid:3196 1:0.027777777777777776 2:0.027777777777777776 3:4.305831128747795e-07 4:1 5:1.5500992063492063e-05 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #Cm_XVuxat5U
1 qid:1302 1:1.0 2:1.0 3:0.041666666666666664 4:1 5:0.041666666666666664 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #JeYmnZNGOTk
1 qid:1842 1:0.6363636363636364 2:0.6363636363636364 3:0.0022250476795931343 4:1 5:0.003496503496503497 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:6.75368792902 11:0.07692307692307693 #Zf8zZjElI_g
1 qid:7482 1:1.5 2:2.5 3:0.004855889724310777 4:2 5:0.005952380952380952 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:6.39701298508 11:0.05263157894736842 #PJ5v4YAulqs
1 qid:7479 1:1.2857142857142856 2:2.2857142857142856 3:0.0222910592808552 4:2 5:0.02593537414965986 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #PJ5v4YAulqs
0 qid:27 1:0.10714285714285714 2:0.10714285714285714 3:0.0003826530612244898 4:1 5:0.0035714285714285713 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #t-EMsRVZFQA
0 qid:22206 1:0.10714285714285714 2:0.10714285714285714 3:0.0004251700680272108 4:1 5:0.003968253968253968 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #t-EMsRVZFQA
0 qid:2733 1:0.07142857142857142 2:0.07142857142857142 3:1.1865211200759371e-05 4:1 5:0.0001661129568106312 6:0 7:0 8:0 9:0.0 10:5.60855562471 11:0.023255813953488372 #t-EMsRVZFQA
0 qid:2734 1:0.07142857142857142 2:0.07142857142857142 3:1.250500200080032e-05 4:1 5:0.00017507002801120446 6:0 7:0 8:0 9:0.0 10:5.83739719714 11:0.029411764705882353 #t-EMsRVZFQA
0 qid:1358 1:0.07142857142857142 2:0.07142857142857142 3:7.086167800453514e-05 4:1 5:0.000992063492063492 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #t-EMsRVZFQA
0 qid:3152 1:0.07142857142857142 2:0.07142857142857142 3:2.576788291074005e-05 4:1 5:0.0003607503607503607 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #t-EMsRVZFQA
0 qid:467 1:0.07142857142857142 2:0.07142857142857142 3:4.75936643314042e-06 4:1 5:6.663113006396588e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #t-EMsRVZFQA
0 qid:1430 1:0.07142857142857142 2:0.07142857142857142 3:3.188775510204081e-05 4:1 5:0.0004464285714285714 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #t-EMsRVZFQA
0 qid:7130 1:0.07142857142857142 2:0.07142857142857142 3:6.07385811467444e-05 4:1 5:0.0008503401360544216 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #t-EMsRVZFQA
0 qid:359 1:0.15 2:0.15 3:7.978723404255319e-05 4:1 5:0.0005319148936170213 6:0 7:0 8:0 9:0.0 10:5.52154424772 11:0.02127659574468085 #-tOLXXbUJfU
0 qid:3785 1:0.1 2:0.1 3:0.00011904761904761905 4:1 5:0.0011904761904761904 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #-tOLXXbUJfU
0 qid:2477 1:0.1 2:0.1 3:0.00031250000000000006 4:1 5:0.003125 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #-tOLXXbUJfU
0 qid:47164 1:0.1 2:0.1 3:0.0002380952380952381 4:1 5:0.0023809523809523807 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #-tOLXXbUJfU
0 qid:3735 1:0.1 2:0.1 3:7.352941176470589e-05 4:1 5:0.0007352941176470588 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #-tOLXXbUJfU
0 qid:10969 1:0.1 2:0.1 3:0.00020000000000000006 4:1 5:0.0020000000000000005 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #-tOLXXbUJfU
0 qid:9177 1:0.1 2:0.1 3:0.00020833333333333337 4:1 5:0.0020833333333333333 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #-tOLXXbUJfU
0 qid:7431 1:0.21052631578947367 2:0.21052631578947367 3:4.991140725212747e-05 4:1 5:0.0002370791844476055 6:0 7:0 8:0 9:0.0 10:5.75515909891 11:0.02702702702702703 #uSzn5iShCZI
0 qid:6917 1:0.15789473684210525 2:0.15789473684210525 3:3.0109598940142114e-05 4:1 5:0.00019069412662090006 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #uSzn5iShCZI
0 qid:5912 1:0.15789473684210525 2:0.15789473684210525 3:3.2977179791584215e-05 4:1 5:0.00020885547201336674 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #uSzn5iShCZI
0 qid:23203 1:0.07017543859649122 2:0.07017543859649122 3:4.924592182209911e-05 4:1 5:0.0007017543859649123 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #uSzn5iShCZI
0 qid:2004 1:0.07017543859649122 2:0.07017543859649122 3:3.419855682090215e-05 4:1 5:0.0004873294346978557 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #uSzn5iShCZI
0 qid:3104 1:0.05263157894736842 2:0.05263157894736842 3:2.4427540586358678e-06 4:1 5:4.64123271140815e-05 6:0 7:0 8:0 9:0.0 10:5.63154514294 11:0.023809523809523808 #uSzn5iShCZI
0 qid:1597 1:0.05263157894736842 2:0.05263157894736842 3:4.616805170821791e-06 4:1 5:8.771929824561403e-05 6:0 7:0 8:0 9:0.0 10:6.13464872061 11:0.04 #uSzn5iShCZI
0 qid:3724 1:0.05263157894736842 2:0.05263157894736842 3:3.997233914131421e-06 4:1 5:7.594744436849699e-05 6:0 7:0 8:0 9:0.0 10:5.86638473402 11:0.030303030303030304 #uSzn5iShCZI
0 qid:4026 1:0.03508771929824561 2:0.03508771929824561 3:1.81051183169482e-06 4:1 5:5.159958720330237e-05 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #uSzn5iShCZI
0 qid:772 1:0.03508771929824561 2:0.03508771929824561 3:2.9313048703630416e-06 4:1 5:8.354218880534669e-05 6:0 7:0 8:0 9:0.0 10:6.68469505753 11:0.07142857142857142 #uSzn5iShCZI
0 qid:35272 1:0.03508771929824561 2:0.03508771929824561 3:1.0259567046270647e-05 4:1 5:0.00029239766081871346 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #uSzn5iShCZI
0 qid:4361 1:0.03508771929824561 2:0.03508771929824561 3:1.3679422728360862e-06 4:1 5:3.8986354775828455e-05 6:0 7:0 8:0 9:0.0 10:6.13464872061 11:0.04 #uSzn5iShCZI
0 qid:10 1:0.03508771929824561 2:0.03508771929824561 3:1.501400055551802e-06 4:1 5:4.278990158322636e-05 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #uSzn5iShCZI
0 qid:3303 1:0.03508771929824561 2:0.03508771929824561 3:1.619931638884839e-06 4:1 5:4.616805170821791e-05 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #uSzn5iShCZI
0 qid:1548 1:0.03508771929824561 2:0.03508771929824561 3:4.809172052939366e-06 4:1 5:0.00013706140350877192 6:0 7:0 8:0 9:0.0 10:7.1955206813 11:0.125 #uSzn5iShCZI
0 qid:1579 1:0.03508771929824561 2:0.03508771929824561 3:7.328262175907605e-06 4:1 5:0.00020885547201336674 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #uSzn5iShCZI
